hhid,hh_members,sex,hh_education,residence,age,altitude,Q401,Q304,Q306,Q307,Q308m,Qsou_inform,Q504,Q5231,Q5232,Q5233,Q5234,Q524,main_occupation,marital_status,Q3098n,Q3099n,Q30910n,Q30911n,food_secured
DT0102341,0,1,3,0,0,2,1,2,1,3,0,1,5,2,1,2,2,2,1,2,0,0,0,0,0
DT0102342,0,0,3,0,0,2,1,2,1,3,0,1,5,2,1,2,2,2,1,2,0,0,0,0,0
DT0102343,0,1,3,0,0,2,1,1,1,4,1,1,2,1,2,2,2,2,0,1,0,0,0,0,0
DT0102344,0,1,3,0,0,2,1,2,1,2,0,0,5,1,2,2,2,2,1,2,0,0,0,0,0
DT0102352,0,1,2,0,0,2,1,2,2,3,1,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102353,0,1,3,0,0,2,1,2,1,1,1,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102354,0,1,3,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,1,1,0,0,0,0,1
DT0102355,0,0,2,0,0,2,1,2,1,2,1,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0102356,0,0,3,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,2,0,0,0,0,0,1
DT0102360,0,0,3,0,0,2,1,2,1,3,0,0,5,2,2,2,2,2,1,0,0,0,0,0,1
DT0102362,0,0,3,0,0,2,1,2,1,3,0,1,5,1,1,2,2,2,1,2,0,0,0,0,0
DT0102364,0,1,2,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102366,0,1,1,0,2,2,1,2,1,3,0,0,1,2,2,2,2,1,2,3,0,0,0,0,1
DT0102368,0,0,3,0,0,2,1,2,1,3,0,0,2,1,1,2,2,2,3,2,0,0,0,0,0
DT0102370,0,1,4,0,0,2,1,2,1,4,1,2,5,2,2,2,2,2,4,2,0,0,0,0,1
DT0102373,0,1,3,0,0,2,1,2,1,3,1,1,3,2,2,2,2,2,1,2,0,0,0,0,0
DT0102374,0,0,0,0,1,2,1,1,1,3,1,0,5,2,2,2,2,2,2,4,0,0,0,0,0
DT0102375,0,0,3,0,0,2,1,2,1,3,0,0,5,2,2,2,2,2,1,0,0,0,0,0,0
DT0102376,0,0,3,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,0,2,0,0,0,0,0
DT0102377,0,1,3,0,1,2,1,1,1,3,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102379,0,1,1,0,1,2,1,2,1,2,0,0,2,1,2,2,2,1,4,1,0,0,0,0,0
DT0102382,0,0,1,0,0,2,1,2,1,3,1,0,2,1,2,2,2,2,3,4,0,0,0,0,0
DT0102383,0,1,3,0,0,2,1,2,1,3,1,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102386,0,0,0,0,1,2,1,2,4,2,1,0,2,1,2,2,2,2,3,3,0,0,0,0,0
DT0102387,0,0,0,0,1,2,1,2,1,2,1,0,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0102389,0,0,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0102391,0,1,3,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0102392,0,1,3,0,0,2,1,2,4,3,1,1,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0102393,0,1,3,0,0,2,1,2,4,3,0,0,2,1,2,2,2,2,1,2,0,0,0,0,0
DT0102394,0,1,3,0,0,2,1,2,1,3,0,1,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0102395,0,1,4,0,0,2,1,2,4,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,0
DT0102396,0,0,4,0,0,2,1,2,4,3,1,1,2,2,2,2,2,2,4,2,0,0,0,0,0
DT0102397,0,0,4,0,0,2,1,2,4,3,1,2,2,2,2,2,2,2,4,3,0,0,0,1,1
DT0102398,0,1,3,0,0,2,1,2,1,3,1,1,1,2,2,2,2,2,0,1,0,0,0,0,0
DT0102400,0,0,3,0,0,2,1,2,1,3,0,1,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0102403,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102404,0,1,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102406,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102409,1,1,1,0,1,2,1,2,1,3,1,2,2,1,2,2,2,2,2,1,0,0,0,0,0
DT0102410,0,1,1,0,0,2,1,1,1,3,0,0,2,2,2,2,2,1,2,1,0,0,0,0,1
DT0102411,0,0,2,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0102413,0,1,3,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,3,1,0,0,0,0,1
DT0102415,0,0,3,0,0,2,1,2,1,3,1,0,1,2,2,2,2,2,0,0,0,0,0,0,1
DT0102418,0,1,3,0,0,2,1,2,1,1,0,1,5,2,2,2,2,2,1,2,0,0,0,0,0
DT0102419,0,1,3,0,0,2,1,1,1,2,0,1,5,2,2,2,2,2,1,2,0,0,0,0,0
DT0102420,0,0,4,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102422,0,0,4,0,0,2,1,2,1,3,0,1,3,1,2,2,2,2,0,2,0,0,0,0,0
DT0102423,0,0,3,0,0,2,1,2,1,2,1,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102426,0,1,3,0,0,2,1,2,1,4,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102427,0,0,0,0,2,2,1,1,1,3,0,3,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0102429,0,1,3,0,0,2,1,2,1,1,0,1,3,2,2,2,2,2,1,2,0,0,0,0,0
DT0102430,0,1,4,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102431,0,0,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1
DT0102434,0,1,4,0,0,2,1,2,1,4,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102437,0,1,2,0,0,2,1,2,1,3,0,1,1,2,2,2,2,2,2,1,1,0,0,0,1
DT0102439,0,1,2,0,1,2,1,2,1,3,1,2,2,1,2,2,2,2,3,1,0,0,0,0,0
DT0102440,0,1,4,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,1,1,0,0,0,0,1
DT0102442,0,0,4,0,0,2,1,2,1,3,1,3,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102444,0,0,3,0,1,2,1,2,1,1,1,0,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0102446,0,1,3,0,0,2,1,1,1,3,0,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102447,0,0,3,0,0,2,1,2,1,3,1,1,5,2,2,2,2,2,0,3,0,0,0,0,1
DT0102448,0,0,2,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0102449,0,0,3,0,0,2,1,2,1,3,0,1,3,1,2,2,2,2,1,2,0,0,0,0,0
DT0102450,0,1,2,0,0,2,1,2,1,3,0,1,1,2,2,2,2,2,2,1,0,0,0,0,1
DT0102453,0,0,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102456,0,0,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0102461,0,1,1,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102463,0,1,0,0,2,2,1,2,1,3,1,0,1,2,2,2,2,2,2,1,1,0,1,0,1
DT0102464,0,0,2,0,0,2,1,2,1,1,1,0,5,2,2,2,2,2,3,4,0,0,0,0,0
DT0102466,0,1,2,0,0,2,1,2,1,3,1,1,3,2,2,2,2,2,4,1,0,0,0,0,1
DT0102467,0,1,2,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102468,1,1,1,0,1,2,1,2,1,3,0,1,2,1,1,2,2,2,2,1,0,0,0,0,0
DT0102469,0,1,3,0,0,2,1,2,1,1,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102470,0,0,4,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0102471,0,1,1,0,0,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,0,1,0,0,0
DT0102473,0,1,2,0,0,2,1,1,3,3,1,1,2,2,2,2,2,2,2,1,1,1,0,0,1
DT0102475,0,1,2,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0
DT0102476,0,1,3,0,0,2,1,2,1,3,1,1,4,2,2,2,2,1,2,1,1,0,1,1,1
DT0102477,0,1,3,0,0,2,1,1,1,3,0,1,1,2,2,2,2,2,2,1,0,0,1,1,0
DT0102478,0,1,2,0,0,2,1,2,1,1,0,1,1,2,2,2,2,2,2,1,1,0,0,0,1
DT0102479,0,0,3,0,0,2,1,2,1,3,1,2,2,2,1,2,2,2,3,3,0,0,0,0,0
DT0102481,0,0,0,0,1,2,1,2,1,3,1,0,2,1,1,2,2,2,3,3,0,0,0,0,0
DT0102482,0,1,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102484,1,1,4,0,1,2,1,1,1,3,1,3,2,2,1,2,2,2,4,1,0,0,0,0,0
DT0102485,1,1,3,0,0,2,1,1,2,3,1,2,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0102486,0,0,0,0,0,2,1,2,1,3,1,0,1,1,2,2,2,2,3,3,0,0,0,0,0
DT0102487,0,1,4,0,1,2,1,2,1,3,1,2,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0102490,0,1,3,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102491,0,0,0,0,1,2,1,2,1,3,0,0,2,2,1,2,2,2,2,4,0,0,0,0,0
DT0102496,0,1,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,0
DT0102497,0,0,2,0,0,2,1,1,1,1,0,0,5,2,2,2,2,2,1,3,0,0,0,0,0
DT0102498,0,1,1,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,2,1,1,0,0,0,1
DT0102500,0,1,2,0,0,2,1,2,1,2,0,0,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0102503,0,0,2,0,0,2,1,2,1,3,1,2,5,2,2,2,2,2,3,3,0,0,0,0,0
DT0102504,0,0,3,0,0,2,1,1,1,3,0,0,3,1,2,2,2,2,1,2,0,0,0,0,0
DT0102505,0,0,1,0,0,2,1,2,1,2,0,1,5,2,2,2,2,2,1,1,0,0,0,0,0
DT0102506,0,1,0,0,0,2,1,2,1,3,0,0,4,2,2,2,2,2,2,1,0,0,0,0,1
DT0102508,1,1,1,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0102509,0,0,0,0,1,2,1,1,1,3,0,0,2,1,1,2,2,2,2,0,0,0,0,0,0
DT0102512,0,1,0,0,0,2,1,2,1,3,0,1,4,2,2,2,2,2,2,1,0,0,0,0,1
DT0102514,0,1,0,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,2,1,1,0,1,0,1
DT0102516,0,0,3,0,0,2,1,2,1,1,0,0,1,2,2,2,2,1,1,2,0,0,0,0,1
DT0102517,0,0,3,0,0,2,1,2,1,3,0,1,3,2,2,2,2,2,1,2,0,0,0,0,1
DT0102518,0,0,3,0,0,2,1,2,1,3,0,1,5,1,2,2,2,2,2,0,0,0,0,0,0
DT0102519,0,1,4,0,0,2,1,2,1,1,1,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102523,0,1,2,0,0,2,1,2,1,3,0,1,5,1,2,2,2,2,1,2,0,0,0,0,0
DT0102524,0,0,0,0,1,2,1,2,1,2,0,0,2,2,2,2,2,2,3,3,0,0,1,0,0
DT0102527,0,1,0,0,1,2,1,2,1,4,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102528,0,1,0,0,2,2,1,1,1,4,1,1,2,2,2,2,2,2,3,4,0,0,0,0,1
DT0102529,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102530,0,0,0,0,0,2,1,2,1,3,1,1,2,2,1,2,2,2,3,3,0,0,0,0,0
DT0102531,0,1,3,0,0,2,1,2,1,1,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102535,0,0,2,0,0,2,1,2,1,3,1,3,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0102536,0,1,2,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,0,1,0,0,0,0,1
DT0102537,0,0,4,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0102539,0,1,4,0,1,2,1,2,1,3,1,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0102543,0,1,3,0,0,2,1,2,1,4,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102544,0,0,4,0,0,2,1,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0102545,0,1,4,0,0,2,1,2,1,1,1,2,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102546,0,0,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,3,0,0,0,0,0,1
DT0102546,0,1,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102547,0,0,4,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0102551,0,0,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,0,0,0,0,0,0
DT0102555,0,1,0,0,2,2,1,2,1,3,0,0,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102556,0,1,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,0
DT0102560,0,1,2,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0102566,0,0,0,0,1,2,1,2,1,1,0,2,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0102568,0,1,4,0,0,2,1,2,1,3,1,3,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102570,0,1,2,0,0,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102573,0,1,3,0,0,2,1,2,1,3,1,1,2,1,1,2,2,2,3,1,0,0,0,0,0
DT0102574,0,1,2,0,0,2,1,2,1,3,0,1,2,2,2,2,1,2,2,1,0,0,0,0,0
DT0102576,0,1,2,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102577,0,0,0,0,2,2,1,2,1,3,0,0,1,1,2,2,2,2,2,3,0,0,0,0,0
DT0102580,0,1,4,0,0,2,1,2,1,4,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102581,0,0,4,0,0,2,1,2,4,4,1,2,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102588,0,0,2,0,0,2,1,2,1,3,1,0,2,1,2,2,2,2,3,3,0,0,0,0,0
DT0102589,0,0,0,0,0,2,1,2,1,2,1,0,2,1,2,2,2,2,3,3,0,0,0,0,0
DT0102591,0,0,3,0,0,2,1,1,1,3,0,0,5,1,2,2,2,2,1,2,0,0,0,0,0
DT0102593,0,1,3,0,0,2,1,2,1,3,1,1,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102594,0,0,0,0,1,2,1,2,1,3,0,1,1,2,2,2,2,2,2,3,0,0,0,0,1
DT0102597,0,1,3,0,0,2,1,2,1,4,1,2,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102599,0,0,0,0,2,2,1,1,1,1,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0
DT0102600,1,1,1,0,1,2,1,1,1,3,0,0,2,2,2,2,2,1,2,1,1,2,1,1,1
DT0102604,0,1,2,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102607,0,1,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,1,2,0,0,0,0,1
DT0102608,0,1,2,0,1,2,1,1,1,3,0,1,1,2,2,2,2,2,2,4,1,0,1,0,0
DT0102609,0,0,0,0,1,2,1,2,1,3,1,0,2,1,1,2,2,2,3,4,0,0,0,0,0
DT0102611,0,0,0,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0102612,0,1,3,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,1,2,0,0,0,0,1
DT0102613,0,1,4,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102614,0,0,4,0,0,2,2,2,1,3,0,1,2,2,2,2,2,2,0,2,0,0,0,0,1
DT0102618,0,0,0,0,1,2,1,1,1,3,0,0,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0102619,0,1,0,0,0,2,1,2,1,3,0,0,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102620,0,1,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0102623,0,0,0,0,0,2,1,2,1,2,0,0,2,2,2,2,2,2,3,3,0,0,0,0,0
DT0102624,0,1,3,0,0,2,1,2,1,2,0,1,3,2,2,2,2,2,1,2,0,0,0,0,1
DT0102625,0,0,3,0,0,2,1,2,1,1,0,1,3,2,2,2,2,2,1,2,0,0,0,0,1
DT0102626,0,0,2,0,0,2,1,2,1,2,1,0,2,2,1,2,2,2,3,3,0,0,0,0,0
DT0102629,0,0,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0102630,0,1,0,0,0,2,1,2,1,3,0,2,2,2,1,2,2,2,2,1,0,0,0,0,0
DT0102633,0,1,4,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,4,2,0,0,0,0,0
DT0102634,0,0,4,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0102635,0,1,3,0,0,2,1,1,1,3,0,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102637,0,1,3,0,0,2,1,2,1,3,0,1,5,1,2,2,2,1,1,2,0,0,0,0,0
DT0102640,0,0,4,0,0,2,1,2,4,3,1,0,2,2,2,2,2,2,4,2,0,0,0,0,0
DT0102641,0,1,3,0,0,2,1,2,1,3,1,2,5,2,2,2,2,2,4,0,0,0,0,0,1
DT0102643,0,1,3,0,0,2,1,1,1,2,1,2,5,2,2,2,2,2,3,2,0,0,1,0,1
DT0102646,0,0,4,0,0,2,1,2,1,3,0,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102648,0,1,3,0,0,2,1,2,1,3,1,1,1,2,2,2,2,2,2,0,0,0,0,0,1
DT0102650,0,0,3,0,0,2,1,2,1,3,0,0,5,2,2,2,2,2,0,3,0,0,0,0,0
DT0102654,0,1,2,0,0,2,1,1,1,1,0,1,2,2,2,2,1,2,2,1,0,0,0,0,0
DT0102655,0,0,3,0,0,2,1,2,1,3,0,0,5,1,1,2,2,2,1,2,0,0,0,0,0
DT0102659,0,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,0,0,0,0,0,0
DT0102660,0,1,3,0,0,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,0,0,0,0,0
DT0102663,0,1,3,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,0,1,0,0,0,0,1
DT0102664,0,0,3,0,0,2,1,2,1,1,0,1,5,2,2,2,2,2,1,2,0,0,0,0,0
DT0102668,0,1,3,0,0,2,1,2,1,3,0,0,5,1,2,2,2,1,1,2,0,0,0,0,0
DT0102669,0,0,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0102671,0,1,4,0,0,2,1,2,3,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102672,0,0,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0102674,0,0,3,0,0,2,1,2,4,3,0,1,3,2,2,1,2,2,1,2,0,0,0,0,0
DT0102675,0,1,3,0,0,2,1,2,1,3,0,0,3,1,2,1,2,2,0,2,0,0,0,0,0
DT0102680,0,1,4,0,0,2,1,2,4,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0102682,0,0,3,0,0,2,1,2,3,3,0,0,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0102683,0,1,3,0,0,2,1,2,3,3,0,1,3,2,2,1,2,2,1,2,0,0,1,0,0
DT0102684,0,1,4,0,0,2,1,2,4,3,1,1,2,2,2,2,2,2,4,2,0,0,0,0,0
DT0102686,0,0,4,0,0,2,1,2,3,3,0,0,3,2,2,2,2,2,0,2,0,0,0,0,1
DT0102687,1,1,0,0,1,2,1,1,1,3,1,0,2,2,2,1,2,2,2,1,1,2,1,1,0
DT0102688,0,0,3,0,0,2,1,2,3,3,0,1,3,2,2,2,2,2,1,2,0,0,0,0,1
DT0102691,0,0,3,0,0,2,1,2,1,4,0,1,5,2,2,2,2,2,2,0,0,0,0,0,1
DT0102693,0,0,1,0,2,2,1,1,1,3,1,1,5,2,2,2,2,2,2,4,0,0,0,0,1
DT0102694,0,1,3,0,0,2,1,2,1,3,0,1,3,1,2,1,2,2,0,2,0,0,0,0,0
DT0102695,0,1,3,0,0,2,1,1,1,4,0,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0102696,0,1,3,0,0,2,1,2,1,4,1,3,2,2,2,2,2,2,2,2,0,0,0,0,1
DT0200001,0,1,1,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,1,0,0,0,1
DT0200002,0,1,2,0,2,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,1,0,0,0,1
DT0200004,1,1,3,0,1,2,1,1,1,3,1,1,2,2,2,2,2,2,3,1,1,0,1,0,0
DT0200005,0,1,2,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0200007,0,1,2,0,2,2,1,1,1,2,0,2,2,1,2,2,2,1,3,2,0,0,0,1,0
DT0200008,0,1,4,0,0,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200009,0,1,3,0,0,2,1,2,1,2,0,1,2,1,1,2,2,2,2,1,0,0,0,0,0
DT0200011,0,0,0,0,1,2,1,1,1,3,1,1,2,2,2,2,2,1,2,4,0,0,0,1,1
DT0200015,0,0,1,0,2,2,1,1,1,3,0,3,2,1,1,2,2,2,2,4,0,0,0,0,0
DT0200016,0,0,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,3,0,0,0,0,0,1
DT0200018,0,0,1,0,2,2,1,1,1,3,1,3,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0200019,0,0,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,3,0,0,0,0,0
DT0200022,0,1,3,0,0,2,1,2,1,1,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0200024,2,1,1,0,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0
DT0200025,0,1,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200028,0,0,3,0,2,2,1,1,1,3,1,3,2,2,2,2,2,2,2,4,1,0,1,1,1
DT0200030,0,1,3,0,0,2,1,1,1,3,1,3,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0200034,1,1,4,0,0,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200036,0,0,0,0,2,2,1,1,1,3,0,0,2,2,2,2,2,1,2,4,0,0,0,0,0
DT0200037,0,0,1,0,2,2,1,1,1,3,1,3,2,2,2,2,2,1,2,4,0,0,0,0,1
DT0200038,0,1,3,0,0,2,1,1,1,3,0,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200039,1,1,1,0,1,2,1,1,1,3,1,1,2,2,2,2,2,1,3,1,0,0,0,0,1
DT0200040,0,0,3,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0200041,0,1,0,0,1,2,1,1,1,3,1,2,5,2,2,2,2,2,2,1,0,0,0,0,0
DT0200042,1,1,3,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200043,0,0,0,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0200047,1,1,1,0,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,0,1,0,0,0
DT0200050,0,0,0,0,1,2,1,1,1,3,0,0,5,2,2,2,2,2,2,3,0,0,0,0,0
DT0200051,0,0,0,0,2,2,1,1,1,3,1,1,2,2,2,2,2,1,2,4,0,0,0,0,0
DT0200052,0,1,1,0,2,2,1,1,1,4,0,1,2,1,2,2,2,2,4,3,0,0,0,0,0
DT0200053,0,0,0,0,1,2,1,1,1,2,1,0,3,2,2,2,2,2,2,4,0,0,0,0,1
DT0200054,0,0,0,0,1,2,1,1,1,2,0,0,2,2,2,2,2,2,2,3,0,0,0,0,0
DT0200055,0,1,0,0,1,2,1,1,1,2,0,0,1,2,2,2,2,1,4,1,1,0,0,0,1
DT0200056,0,1,3,0,2,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,0,0
DT0200058,0,0,0,0,1,2,1,2,1,3,0,0,2,1,2,2,2,2,2,2,0,0,0,0,0
DT0200059,0,0,2,0,0,2,1,2,1,3,0,1,5,2,2,2,2,2,1,2,0,0,0,0,0
DT0200061,0,0,0,0,2,2,1,2,1,3,1,0,2,2,2,2,2,2,3,4,0,0,0,1,0
DT0200062,0,0,0,0,2,2,1,2,1,3,1,0,2,2,2,2,2,2,4,4,0,0,0,1,0
DT0200063,0,0,3,0,1,2,1,2,1,4,1,3,1,2,2,2,2,2,4,3,0,0,0,0,1
DT0200066,1,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,1,1
DT0200066,1,0,4,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,1,1
DT0200067,0,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0200068,1,1,0,0,1,2,1,2,1,3,1,0,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0200068,1,0,0,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0200069,0,0,0,0,1,2,1,1,1,3,0,2,5,1,2,2,2,1,2,4,0,0,0,1,0
DT0200072,0,0,0,0,2,2,1,2,4,2,0,0,2,1,2,2,2,2,4,4,0,0,0,1,0
DT0200073,0,0,0,0,0,2,1,2,1,3,0,0,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0200074,0,1,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0200076,0,0,2,0,0,2,1,2,1,2,0,0,2,2,2,2,2,2,2,3,0,0,0,0,0
DT0200077,0,1,0,0,2,2,1,1,1,2,0,0,2,1,2,2,2,2,4,1,1,1,0,0,0
DT0200079,0,0,0,0,1,2,1,3,1,1,0,0,5,2,2,2,2,2,4,4,0,0,0,0,0
DT0200080,0,0,0,0,0,2,1,3,1,2,0,0,2,2,1,2,2,2,2,4,0,0,0,0,0
DT0200081,0,1,0,0,1,2,1,1,1,3,0,2,2,1,2,2,2,2,2,1,0,0,0,0,0
